node_id	duplicate_group
CHN/SH-XG2304-3423/2023|C_AA013703.1|2023-04-23	183
CHN/GDCDC_GZHG_0973/2023|C_AA032780.1|2023-05-27	183
CHN/SH-XG2305-4086/2023|C_AA015556.1|2023-05-04	183
CHN/SH-XG2304-3198/2023|C_AA013202.1|2023-04-21	183
CHN/SH-XG2306-9537/2023|C_AA029819.1|2023-06-25	183
CHN/SH-XG2304-3295/2023|C_AA013623.1|2023-04-23	183
CHN/XJCDCWLMQ-205-1/2023|C_AA020810.1|2023-04-29	183
England/CAMC-A58CCF/2020|OA995031.1|2020-10-09	184
England/CAMC-A59718/2020|OA995104.1|2020-10-08	184
England/QEUH-A33556/2020|OY362847.1|2020-10-03	184
Iceland/3704/2020|OU164584.1|2020-11-16	185
Iceland/5237/2020|OU166950.1|2020-11-10	185
Iceland/5234/2020|OU166944.1|2020-11-20	185
USA/NY-CDC-QDX88322285/2023|OR977496.1|2023-12-01	186
USA/NY-CDC-QDX90322808/2023|PP077903.1|2023-12-15	186
USA/PA-CDC-QDX43990160/2022|OP991741.1|2022-11-26	187
USA/PA-CDC-QDX44375597/2022|OQ116241.1|2022-12-06	187
USA/AZ00179485/2023|OQ926173.1|2023-04-23	188
USA/AZ00179487/2023|OQ926175.1|2023-04-23	188
England/ALDP-9CBC7D/2020|OA984452.1|2020-09-16	189
England/ALDP-A2E970/2020|OA991302.1|2020-10-05	189
Scotland/QEUH-3D11A53/2022|OW567223.1|2022-04-03	190
England/QEUH-3F722B0/2022|2022-03-24	190
England/MILK-2C7C6ED/2021|OV304756.1|2021-11-29	191
England/BRBR-2C51E22/2021|OV334230.1|2021-11-25	191
USA/JFGA/2020|MW925649.1|2020-11-27	192
USA/JDWR/2020|MW861613.1|2020-10-09	192
England/MILK-2AC824A/2021|OV159492.1|2021-11-16	193
England/MILK-2BF544D/2021|OV252634.1|2021-11-25	193
USA/CA-CDC-QDX39548576/2022|OP192977.1|2022-07-26	194
USA/TN-CDC-QDX38151825/2022|ON945941.1|2022-06-18	194
England/MILK-A79C31/2020|OB982542.1|2020-10-15	195
England/MILK-ACE67B/2020|OB987174.1|2020-10-21	195
England/MILK-ACD8A3/2020|OB988001.1|2020-10-21	196
England/MILK-A469BE/2020|OA996615.1|2020-10-06	196
USA/WA-CDC-VSX-A241483/2023|PP038935.1|2023-11-30	197
USA/WA-CDC-VSX-A241481/2023|PP038936.1|2023-11-30	197
England/ALDP-95B155/2020|OA977669.1|2020-06-16	198
England/ALDP-955759/2020|OA976554.1|2020-06-12	198
Scotland/QEUH-3CF9ADA/2022|OW533818.1|2022-03-28	199
England/ALDP-32C9457/2022|OV750799.1|2022-01-15	199
USA/NCOV21-12837/2021|OP764763.1|2021-02-22	200
USA/NE-NCOV21-12837/2021|OQ756620.1|2021-04-12	200
USA/CA-CDC-QDX44851722/2022|OQ207861.1|2022-12-18	201
USA/NV-CDC-QDX43538284/2022|OP917321.1|2022-11-12	201
USA/TX-CDC-QDX45182137/2022|OQ266050.1|2022-12-30	201
Homo_sapeins/JPN/HiroHC111c/2020|OM978227.1|2020-07-27	202
JPN/HiroHC181c/2020|OM978411.1|2020-07-30	202
England/LSPA-3268EB55/2023|OX414056.1|2023-01-06	203
England/LSPA-325F2865/2022|OX379992.1|2022-11-16	203
Iceland/4816/2020|OU166315.1|2020-07-26	204
Iceland/4087/2020|OU165198.1|2020-08-07	204
Iceland/5205/2020|OU166920.1|2020-08-11	204
USA/CT-Broad-CRSP_JBPPGP3VJ2T2ZOYF/2022|ON066713.1|2022-03-15	205
USA/CT-Broad-CRSP_YUU47Q36NTMYGYWS/2022|ON066743.1|2022-03-15	205
CHN/SH-XG2304-3364/2023|C_AA013675.1|2023-04-27	206
CHN/SH-XG2305-5292/2023|C_AA019932.1|2023-05-15	206
Scotland/SCOT-29441/2023|OX466285.1|2023-03-31	207
Scotland/SCOT-26825/2023|OX453686.1|2023-02-26	207
England/ALDP-AA13E0/2020|2020-10-22	208
England/ALDP-9C58CA/2020|OA983476.1|2020-09-11	208
EGY/PHARCO-ARMY36/2021|MW831562.1|2021-03-13	209
EGY/PHARCO-ARMY52/2021|MW831578.1|2021-03-13	209
England/CLIMB-CM7YJDQU/2023|2023-09-19	210
OY742409.1|2023-09-19	210
Germany/Molecular_surveillance_of_SARS-CoV-2_in_Germany/2021|OV261193.1|2021-08-17	211
Germany/Molecular_surveillance_of_SARS-CoV-2_in_Germany/2021|OV261287.1|2021-08-18	211
OY733512.1|2023-08-27	212
England/CLIMB-CM7Y8JON/2023|2023-08-27	212
England/LSPA-3C041E6/2022|OW362814.1|2022-03-22	213
England/MILK-35D1899/2022|OV954796.1|2022-02-06	213
England/HSLL-3648B75/2022|OV991608.1|2022-02-09	213
England/LSPA-3E7E4CE/2022|OX156648.1|2022-06-22	214
England/LSPA-3E489CE/2022|OX062652.1|2022-06-07	214
England/QEUH-AD49A6/2020|OB990067.1|2020-10-26	215
England/QEUH-AF699F/2020|OC999517.1|2020-10-30	215
Germany/IMS-10116-CVDP-7FC3443D-3A5D-4C05-A753-410855B32485/2022|OY147660.1|2022-12-13	216
Germany/IMS-10116-CVDP-8113DC02-944C-4038-84A9-8E1BAB34026D/2022|OY160338.1|2022-12-13	216
England/NORW-220DE3/2020|OU798609.1|2020-12-12	217
England/NORW-220DE3/2020|OY860615.1|2020-12-12	217
Denmark/DCGC-488644/2022|OX174804.1|2022-04-18	218
Denmark/DCGC-425453/2022|OX057471.1|2022-03-07	218
USA/H_R606_090320/2020|OP724509.1|2020-09-03	219
USA/H_S182_090320/2020|OP724522.1|2020-09-03	219
USA/H_R538_090320/2020|OP724503.1|2020-09-03	219
Scotland/QEUH-16710C5/2021|2021-06-08	220
England/MILK-15A19D1/2021|OU295361.1|2021-05-20	220
England/QEUH-96C40D/2020|OA968343.1|2020-08-13	221
England/MILK-970EEA/2020|OA975495.1|2020-08-18	221
Japan/Donner375/2020|BS001046.1|2020-12-15	222
Japan/Donner374/2020|BS001045.1|2020-12-15	222
USA/NY-CDC-QDX43117199/2022|OP857999.1|2022-10-31	223
USA/NY-CDC-QDX41497398/2022|OP568426.1|2022-09-14	223
USA/CA-CDC-QDX24236239/2021|OK248582.1|2021-04-20	224
USA/CA-CDC-QDX23803919/2021|OK252328.1|2021-04-09	224
USA/CA-CDC-QDX23086690/2021|OK432211.1|2021-03-18	224
USA/NV-CDC-QDX85125380/2023|OR603846.1|2023-09-13	225
USA/NV-CDC-QDX85125379/2023|OR603841.1|2023-09-13	225
USA/CA-CDC-QDX44484292/2022|OQ142587.1|2022-12-10	226
USA/CA-CDC-QDX43427694/2022|OP869835.1|2022-11-08	226
England/QEUH-32655717/2022|OX409359.1|2022-12-17	227
England/LSPA-325FEDA6/2022|OX386160.1|2022-11-25	227
Germany/IMS-10061-CVDP-21636FFB-C503-48A7-BBFF-0A4F2F206CF0/2022|OY032157.1|2022-09-26	228
Germany/IMS-10061-CVDP-BA4F2498-4058-4AD0-A9B1-78304A0C17C9/2022|OY032226.1|2022-09-26	228
Scotland/QEUH-3DD9EC4/2022|OW825424.1|2022-04-27	229
Scotland/QEUH-3B1090E/2022|OW344767.1|2022-03-17	229
England/CLIMB-CM7Y8CHK/2023|OY291795.1|2023-06-20	230
England/CLIMB-CM7Y8CHK/2023|OY721332.1|2023-06-20	230
USA/WI-CDC-QDX43293338/2022|OQ325591.1|2022-11-01	231
USA/WI-CDC-QDX41544440/2022|OP576773.1|2022-09-18	231
USA/IL-UW-137/2020|MT706265.1|2020-04-09	232
USA/WI-UW-350/2020|MT506889.1|2020-04-18	232
England/QEUH-9DE12D/2020|OA997664.1|2020-09-21	233
England/MILK-A44EEE/2020|OA996491.1|2020-10-06	233
England/MILK-A47E27/2020|OA996449.1|2020-10-05	233
Denmark/DCGC-253829/2021|OW625009.1|2021-12-01	234
Denmark/DCGC-253553/2021|OW542805.1|2021-12-01	234
USA/NE-NCOV21-24049/2021|OQ755724.1|2021-07-08	235
USA/NCOV21-24039/2021|OP829306.1|2021-07-02	235
USA/NY-CDC-QDX83626576/2023|OR465982.1|2023-08-06	236
USA/NY-CDC-QDX84402856/2023|OR655540.1|2023-08-23	236
USA/CA-CDPH-500124144/2023|OR702482.1|2023-08-23	237
USA/CA-CDPH-500124172/2023|OR702509.1|2023-08-22	237
England/LSPA-325C6E77/2022|OX369663.1|2022-10-21	238
England/LSPA-325CF7DD/2022|OX368834.1|2022-10-24	238
Denmark/DCGC-145184/2021|OW336468.1|2021-08-01	239
Denmark/DCGC-154302/2021|OW341918.1|2021-08-10	239
Denmark/DCGC-138658/2021|OW313320.1|2021-07-25	239
Denmark/DCGC-146935/2021|OW334837.1|2021-08-03	239
Denmark/DCGC-138646/2021|OW313686.1|2021-07-21	239
England/ALDP-95A3F6/2020|OA975714.1|2020-06-16	240
England/ALDP-9503C3/2020|OA977321.1|2020-06-16	240
England/ALDP-954CF1/2020|OA975616.1|2020-06-12	240
England/ALDP-94E094/2020|OA977474.1|2020-06-16	240
CAMB-76D3B|OX610170.1|?	241
Scotland/EDB1096/2020|OY399662.1|2020-04-07	241
